"Facility","Code","SampleDate","N1_Copies.L","N2_Copies.L","ORFlab_Copies.L","S_Copies.L","N_Copies.L","MA_old","MA_new"
"Metropolitan","METC",2022-11-02,,,23169.2780116154,205.230186161538,39178.5044984615,,26560.9600532981
"Metropolitan","METC",2022-11-06,,,24122.0177146923,142.987561915385,36195.4827603077,,28891.8221927212
"Metropolitan","METC",2022-11-09,,,15122.9710201538,186.534933261538,23561.8028383077,,27362.4626176891
"Metropolitan","METC",2022-11-13,,,17377.5780856154,269.439776946154,30077.7178515385,,26014.6437995801
"Metropolitan","METC",2022-11-16,,,11625.9375808462,202.953572061538,21523.3025914615,,22535.4463901603
"Metropolitan","METC",2022-11-20,,,17501.3138108462,1544.98252750769,28385.9325031538,,21548.4331442628
"Metropolitan","METC",2022-11-23,,,22124.5601853846,748.098937384615,36845.1251619231,,22817.2450514006
"Metropolitan","METC",2022-11-27,,,22124.5601853846,748.098937384615,36845.1251619231,,25218.067804484
"Metropolitan","METC",2022-11-30,,,24768.882545,881.349147507692,38472.6320546154,,27852.766195125
"Metropolitan","METC",2022-12-04,,,24035.4874157692,1249.77666579231,36138.9997315385,,29624.3199288045
"Metropolitan","METC",2022-12-07,,,22730.881186,1625.29902561538,37264.8015313077,,30297.6712264423
"Metropolitan","METC",2022-12-11,,,28191.8818618462,1629.6384005,40275.2295573846,,31306.8565999199
"Metropolitan","METC",2022-12-14,,,20821.1636149231,1809.923615,35807.4951253846,,30786.035313532
"Metropolitan","METC",2022-12-18,,,24619.3593916154,2352.2499915,32430.3531425385,,30275.0958609583
"Metropolitan","METC",2022-12-21,,,18581.5054075385,2138.60175655385,27786.3207688462,,28211.1874128462
"Metropolitan","METC",2022-12-25,,,18581.5054075385,2138.60175655385,27786.3207688462,,26295.0218150256
"Metropolitan","METC",2022-12-28,,,25634.4250204545,4280.48165285091,40419.0050606364,,26962.3054629248
"Metropolitan","METC",2023-01-01,,,25634.4250204545,4280.48165285091,40419.0050606364,,28550.3926626093
"Metropolitan","METC",2023-01-04,,,26169.2927675,5885.18263015833,38134.57008325,,30347.3186486646
"Metropolitan","METC",2023-01-08,,,20380.5706358333,4831.14312190833,31024.5682474167,,30156.7492409933
"Metropolitan","METC",2023-01-11,,,15020.0388052308,4620.98998869231,22384.3060984615,,27395.8470898479
"Metropolitan","METC",2023-01-15,,,14116.8502998462,5572.32362752308,22598.1915451538,,23801.4471949341
"Metropolitan","METC",2023-01-18,,,23095.5997351667,12735.6312360667,26754.5592075833,,22459.2824038157
"Metropolitan","METC",2023-01-22,,,28221.6838889231,14958.0434548462,32000.1184210769,,23607.2849159952
"Metropolitan","METC",2023-01-25,,,30815.6732708462,12392.3201680769,41169.6276796923,,27375.2589668149
"Metropolitan","METC",2023-01-29,,,35957.7535391538,16073.2733087769,41457.183174,,31886.7283188157
"Metropolitan","METC",2023-02-01,,,31164.5222792308,19156.7397251538,42684.9635592308,,35001.7889195505
"Metropolitan","METC",2023-02-05,,,29651.2086869231,22867.8337653154,35791.1721636154,,35596.3672673974
"Metropolitan","METC",2023-02-08,,,27888.32159,22171.0447996154,30542.6500053846,,34165.98705125
"Metropolitan","METC",2023-02-12,,,27269.5922688462,22445.917967,31938.4543836923,,32264.9210702276
"Metropolitan","METC",2023-02-15,,,19454.3936514615,18514.6647236923,28476.9818357692,,29226.892864375
"Metropolitan","METC",2023-02-19,,,18748.9720454615,18220.5481108462,23429.1971556923,,26260.7124193365
"Metropolitan","METC",2023-02-22,,,16424.4180741667,16938.4379736667,19688.1824694167,,23146.3958581819
"Metropolitan","METC",2023-02-26,,,16424.4180741667,16938.4379736667,19688.1824694167,,20761.7045204984
"Metropolitan","METC",2023-03-01,,,16431.8717018462,17264.6545110769,20110.2492846154,,19107.9033379343
"Metropolitan","METC",2023-03-05,,,15360.1357216923,14581.7444090769,21658.5282241538,,18475.9802798331
"Metropolitan","METC",2023-03-08,,,10509.20440525,10564.27218775,15104.6692686667,,16910.907393726
"Metropolitan","METC",2023-03-12,,,12890.7075356667,11902.5665583333,16206.0869303333,,16016.0349489081
"Metropolitan","METC",2023-03-15,,,18372.3285483846,17398.1647044615,20119.510598,,16257.7904473774
"Metropolitan","METC",2023-03-19,,,17204.844099,16640.1556279231,16350.8409046154,,16319.9736309033
"Metropolitan","METC",2023-03-22,,,16029.2870987692,13473.3618759231,22784.5026979231,,17349.6418519164
"Metropolitan","METC",2023-03-26,,,18380.6896979231,16268.0456444615,24436.6427731538,,18818.3706072051
"Metropolitan","METC",2023-03-29,,,13882.8732649231,11584.5190241231,19203.4479134615,,18739.8141455032
"Metropolitan","METC",2023-04-02,,,15911.0837747692,12736.8125986385,21725.1500336923,,18825.1219571154
"Metropolitan","METC",2023-04-05,,,6529.34181392308,6781.08546572308,6860.69420933077,,15699.4261570478
"Metropolitan","METC",2023-04-09,,,5969.55480505385,6313.83701539231,6692.44981604615,,12502.2832577622
"Metropolitan","METC",2023-04-12,,,8150.81094438462,8209.87637226154,9809.89301915385,,10016.5426091244
"Metropolitan","METC",2023-04-16,,,6957.09948484615,6638.30376095385,9413.80974307692,,8558.21497052724
"Metropolitan","METC",2023-04-19,,,5382.14594090769,4949.32064213077,8432.062251,,7631.31289231506
"Metropolitan","METC",2023-04-23,,,5469.45088575385,6175.03316946154,8211.14186538462,,7507.52262754519
"Metropolitan","METC",2023-04-26,,,3770.5060045,3591.24421666154,4743.72790676154,,6613.73445759615
"Metropolitan","METC",2023-04-30,,,6274.59988546154,5649.41806543077,8183.60489046154,,6414.93416361282
"Metropolitan","METC",2023-05-03,,,7333.89353663846,8143.52218097692,9879.95606886154,,6738.92744050994
"Metropolitan","METC",2023-05-07,,,10627.8131294846,10932.7753815923,12293.7210811692,,8103.74276457885
"Metropolitan","METC",2023-05-10,,,3170.1708802,3169.45149074769,4142.20372938462,,7490.57994751346
"Metropolitan","METC",2023-05-14,,,3008.1875718,3401.73860274769,4095.79529461538,,6704.14912695353
"Metropolitan","METC",2023-05-17,,,1793.64043466154,1800.54549420769,2631.86919583077,,4982.60497276186
"Metropolitan","METC",2023-05-21,,,2578.87327050769,2061.01833123077,2532.70285474615,,3644.56205401282
"Metropolitan","METC",2023-05-24,,,2972.93774160769,2010.14011766154,3470.59484566923,,2894.25814047853
"Metropolitan","METC",2023-05-28,,,3123.93859924167,2090.2754343,3650.419938225,,2955.97516155801
"Metropolitan","METC",2023-05-31,,,5653.9472107,2858.62202302167,6826.34044377,,3822.63325911003
"Metropolitan","METC",2023-06-04,,,5653.9472107,2858.62202302167,6826.34044377,,4716.81011829282
"Metropolitan","METC",2023-06-07,,,803.5283156,462.348984766667,1214.00964733333,,4205.27456157626
"Metropolitan","METC",2023-06-11,,,1770.76096863636,1552.01560951818,2258.8650291,,3638.22036215941
"Metropolitan","METC",2023-06-14,,,1578.80333258385,1294.90202716154,2275.00336173077,,2797.65728868179
"Metropolitan","METC",2023-06-18,,,1490.10418782231,764.588295761538,1936.18748369231,,2101.85569462639
"Metropolitan","METC",2023-06-21,,,3147.47475599231,2877.95916410538,4731.54776601077,,2314.75635924596
"Metropolitan","METC",2023-06-25,,,2340.86224158462,2178.56936584615,3530.52635022615,,2636.13948926462
"Metropolitan","METC",2023-06-28,,,2346.67360905385,2089.37281505692,2430.53689066923,,2762.05228658144
"Metropolitan","METC",2023-07-02,,,2593.28395585385,2286.63561858,2297.60178896154,,2741.78296769035
"Metropolitan","METC",2023-07-05,,,2326.24523426,2466.56814968,2211.918341182,,2593.35746523192
"Metropolitan","METC",2023-07-09,,,2339.44954277692,3049.26681376923,4214.33461086308,,2640.59625053955
"Metropolitan","METC",2023-07-12,,,2217.07690503846,2168.13969844462,2662.24135380692,,2603.03249804733
"Metropolitan","METC",2023-07-16,,,2732.23314339538,2612.16381851385,3473.75188696077,,2786.85313434267
"Metropolitan","METC",2023-07-19,,,2193.12704500167,1888.79271148333,2805.37417401667,,2745.71439197423
"Metropolitan","METC",2023-07-23,,,3692.40618037538,3235.74687738462,4212.18132053846,,3068.31841342482
"Metropolitan","METC",2023-07-26,,,3848.73669837692,3325.92038864538,5716.81205609231,,3529.05003094841
"Metropolitan","METC",2023-07-30,,,2659.18667603846,2809.17194573,2400.59841016154,,3491.36464554759
"Metropolitan","METC",2023-08-02,,,1964.07519251538,2673.28901023846,2306.75466358,,3229.0069712975
"Metropolitan","METC",2023-08-06,,,2099.93292881538,3072.07284382308,2324.30872941846,,2845.84395047667
"Metropolitan","METC",2023-08-09,,,3869.37715672308,3466.82798089231,4377.23418782308,,2937.92364597897
"Metropolitan","METC",2023-08-13,,,4381.03800815833,3261.05679213333,5364.40773080833,,3368.76420931795
"Metropolitan","METC",2023-08-16,,,4711.71310143077,4642.30436373846,4938.22172296154,,4001.88703734494
"Metropolitan","METC",2023-08-20,,,5524.92274504615,5962.41993981539,4837.67278603846,,4591.30802627737
"Metropolitan","METC",2023-08-23,,,4924.91991656923,4858.12329648461,6390.84263869231,,5071.76589811229
"Metropolitan","METC",2023-08-27,,,4577.13236609231,4873.31699676923,5038.70680878462,,5121.99613214252
"Metropolitan","METC",2023-08-30,,,7050.89790607692,7814.831965,7097.90450207692,,5650.68076255994
"Metropolitan","METC",2023-09-03,,,6625.56590446154,7818.99982469231,6476.20448907692,,5983.05652380481
"Metropolitan","METC",2023-09-06,,,5565.4853819,4773.93884507778,4931.44471488889,,5991.24790001912
"Metropolitan","METC",2023-09-10,,,4501.55715623333,4595.94176707778,4537.44571377778,,5659.43975300833
"Metropolitan","METC",2023-09-13,,,10914.5234432,13093.7691749417,11858.3747375667,,6969.95152658045
"Metropolitan","METC",2023-09-17,,,9361.60072400833,10732.316746425,11402.338115775,,7992.63126078332
"Metropolitan","METC",2023-09-20,,,8065.17673867692,8228.89671667692,7742.08267663077,,8608.63438101601
"Metropolitan","METC",2023-09-24,,,8613.66920452308,10492.0350995231,8349.94358109231,,8966.21801473599
"North_East","NE",2020-09-13,,,,,,,
"North_East","NE",2020-09-16,4243.22996262492,3335538.56178496,,,,,
"North_East","NE",2020-09-20,4269.63584237751,3335775.68985302,,,,,
"North_East","NE",2020-09-23,49408.1725678078,31263.5719144947,,,,,
"North_East","NE",2020-09-27,1962.89015082049,10.2510354140055,,,,,
"North_East","NE",2020-09-30,2256.33554771057,100.506407839499,,,,428119.901083776,
"North_East","NE",2020-10-04,536.533333997,76.5751931770199,,,,146509.087069453,
"North_East","NE",2020-10-07,5423.36930388207,954.107331459746,,,,4694.17950870705,
"North_East","NE",2020-10-11,5423.36930388207,954.107331459746,,,,1949.62543712115,
"North_East","NE",2020-10-14,399.115469660438,1476.77245380489,,,,1978.14927468104,
"North_East","NE",2020-10-18,9582.93100587681,1769.75371056517,,,,3007.75873431688,
"North_East","NE",2020-10-21,27136.2521059777,11192.8662974371,,,,7241.89595983299,
"North_East","NE",2020-10-25,27136.2521059777,11192.8662974371,,,,11423.4173771703,
"North_East","NE",2020-10-28,10.1298085882904,0.8944392723,,,,10607.8766883508,
"North_East","NE",2020-11-01,1.4140393415,0.8944392723,,,,8459.92812137246,
"North_East","NE",2020-11-04,10.412563724483,1.97026413284705,,,,4794.35424471831,
"North_East","NE",2020-11-08,12.2122686010797,2.18542910495646,,,,1601.60141298614,
"North_East","NE",2020-11-11,40909.6696681299,9644.73678479437,,,,6323.30008918963,
"North_East","NE",2020-11-15,40909.6696681299,9644.73678479437,,,,12641.5294143747,
"North_East","NE",2020-11-18,4081.58118136323,1194.15245982419,,,,13299.7840776824,
"North_East","NE",2020-11-22,4081.58118136323,1194.15245982419,,,,11851.7013253938,
"North_East","NE",2020-11-25,28313.1810843645,5088.53428375859,,,,11813.4486379278,
"North_East","NE",2020-11-29,28313.1810843645,5088.53428375859,,,,11555.9736194833,
"North_East","NE",2020-12-02,53353.5814220741,15891.4218812865,,,,17665.5209600993,
"North_East","NE",2020-12-06,45047.6347391364,15079.5574092623,,,,23350.0373682117,
"North_East","NE",2020-12-09,53571.2017366311,6440.45414667279,,,,27848.1958378983,
"North_East","NE",2020-12-13,53402.9917469462,6374.03913919976,,,,29651.6399470162,
"North_East","NE",2020-12-16,200365.569402044,10696.7004259341,,,,49252.1773913517,
"North_East","NE",2020-12-20,185175.700493897,6443.42463765621,,,,65313.5742271683,
"North_East","NE",2020-12-23,1034189.22469544,345789.308037658,,,,230314.395863895,
"North_East","NE",2020-12-27,1536384.89243253,518820.007087092,,,,473429.551778955,
"North_East","NE",2020-12-30,649.178251489097,3596.44823050071,,,,454691.154012301,
"North_East","NE",2021-01-03,537.467263046333,1905.56009570648,,,,380719.035444952,
"North_East","NE",2021-01-06,30792.934119643,5886.42299575296,,,,234187.181860032,
"North_East","NE",2021-01-10,30792.934119643,5883.34050487422,,,,95462.1720741501,
"North_East","NE",2021-01-13,292.805684713612,69.9285650758144,,,,9595.28246535847,
"North_East","NE",2021-01-17,292.805684713612,69.9285650758144,,,,7833.62379007638,
"North_East","NE",2021-01-20,28579.6591807236,21752.0117176173,,,,10966.8051899246,
"North_East","NE",2021-01-24,28474.0732647587,21753.1007542655,,,,14173.6033593983,
"North_East","NE",2021-01-27,8223.78753265625,2579.89775749192,,,,13965.6580571628,
"North_East","NE",2021-01-31,8223.78753265625,2579.89775749192,,,,13188.7379101847,
"North_East","NE",2021-02-03,5020.32495937421,263.668726543365,,,,9644.17132229296,
"North_East","NE",2021-02-07,5020.32495937421,263.668726543365,,,,5664.56510771961,
"North_East","NE",2021-02-10,142.232357274202,4118.79025303516,,,,3204.08690903658,
"North_East","NE",2021-02-14,239.661826936264,1554.03927899183,,,,2307.82603618535,
"North_East","NE",2021-02-17,9591.6399952176,1792.6713001106,,,,2840.3785871854,
"North_East","NE",2021-02-21,9591.6399952176,1792.6713001106,,,,3645.54208317874,
"North_East","NE",2021-02-24,12.6952168817131,4.8299348864601,,,,3175.28616872663,
"North_East","NE",2021-02-28,11.7343296640162,4.2342361941141,,,,2450.65578064367,
"North_East","NE",2021-03-03,117.088710295967,30814.7419732315,,,,5293.70446206025,
"North_East","NE",2021-03-07,117.088710295967,30814.7419732315,,,,8210.76047490016,
"North_East","NE",2021-03-10,195.396438126635,566.276878438419,,,,7830.22776393102,
"North_East","NE",2021-03-14,195.396438126635,566.276878438419,,,,6635.21507845358,
"North_East","NE",2021-03-17,19198.1973851551,17149.5958700005,,,,8600.37132147665,
"North_East","NE",2021-03-21,19198.1973851551,17149.5958700005,,,,10534.4565332203,
"North_East","NE",2021-03-24,459.095553872722,255.915720128461,,,,9271.53388760968,
"North_East","NE",2021-03-28,459.095553872722,255.915720128461,,,,7782.94613484793,
"North_East","NE",2021-03-31,62293.7976631612,23850.8248810591,,,,15490.3047934223,
"North_East","NE",2021-04-04,63567.1825390227,27306.4360424526,,,,23790.732208427,
"North_East","NE",2021-04-07,14438.0108514923,6373.00322651585,,,,24818.0333097131,
"North_East","NE",2021-04-11,11685.742578418,6150.57407276701,,,,23398.629345602,
"North_East","NE",2021-04-14,71130.0444455005,53732.8176277542,,,,31600.9349214381,
"North_East","NE",2021-04-18,37310.4198294611,2987.68713525582,,,,28395.3126585401,
"North_East","NE",2021-04-21,34127.5162876361,21576.0489989873,,,,29961.5520980901,
"North_East","NE",2021-04-25,14030.1183022052,8449.47419832214,,,,25958.5764605541,
"North_East","NE",2021-04-28,43942.560568752,6219.10952583806,,,,24603.898318663,
"North_East","NE",2021-05-02,37909.1047791876,1909.94759917731,,,,20378.5909357671,
"North_East","NE",2021-05-05,23687.6856393372,1568.9914687215,,,,18598.9562096133,
"North_East","NE",2021-05-09,15962.6594735061,1457.79179031642,,,,15428.8114558519,
"North_East","NE",2021-05-12,303.51843759643,155.110790345257,,,,10800.2936521162,
"North_East","NE",2021-05-16,303.755587879431,103.981652105692,,,,6049.70249123877,
"North_East","NE",2021-05-19,12955.7639943559,16004.7275760322,,,,6232.42307294369,
"North_East","NE",2021-05-23,12945.1289068205,15997.288122896,,,,8052.90196833229,
"North_East","NE",2021-05-26,31945.2172645732,6868.46131906908,,,,12142.6610524647,
"North_East","NE",2021-05-30,25327.4341165744,4535.96977717046,,,,14632.8007875863,
"North_East","NE",2021-06-02,4919.44129922135,3939.34596133477,,,,13310.5389518188,
"North_East","NE",2021-06-06,4919.44129922135,4015.42729311277,,,,10397.5397265378,
"North_East","NE",2021-06-09,174.549985971195,5.52561237170535,,,,6352.57003020131,
"North_East","NE",2021-06-13,174.549985971195,5.52561237170535,,,,3144.4182409132,
"North_East","NE",2021-06-16,9380.9686735201,422.447994942188,,,,2384.13450169453,
"North_East","NE",2021-06-20,9380.9686735201,422.447994942188,,,,2860.6561081176,
"North_East","NE",2021-06-23,1.4140393415,0.8944392723,,,,2473.65217673516,
"North_East","NE",2021-06-27,1.4140393415,0.8944392723,,,,2050.45874218072,
"North_East","NE",2021-06-30,135.028004230202,0.8944392723,,,,1242.99450864905,
"North_East","NE",2021-07-04,141.145547564023,389.474751296161,,,,492.27447035914,
"North_East","NE",2021-07-07,6.18373610654649,6.15375603521059,,,,85.1485891397804,
"North_East","NE",2021-07-11,6.18373610654649,8.19417587413744,,,,81.0900197736116,
"North_East","NE",2021-07-14,6.0523908488002,88.4260447941225,,,,65.0310233549567,
"North_East","NE",2021-07-18,6.0523908488002,88.4260447941225,,,,48.5541513726369,
"North_East","NE",2021-07-21,2541.99270449696,1408.79218022994,,,,519.17994100589,
"North_East","NE",2021-07-25,11262.6015390055,1856.0977582024,,,,2153.96760983332,
"North_East","NE",2021-07-28,355.246755713818,186.256768018509,,,,2213.18326766376,
"North_East","NE",2021-08-01,13.6817811948652,859.989027771933,,,,2149.90287895074,
"North_East","NE",2021-08-04,181.027479781566,5540.11870559618,,,,2149.88104305722,
"North_East","NE",2021-08-08,15318.7503429135,13736.3119387661,,,,5047.97267386438,
"North_East","NE",2021-08-11,15512.3820836653,12205.1000406138,,,,7907.07987148648,
"North_East","NE",2021-08-15,7306.61314834809,8125.34982471663,,,,9538.72855486637,
"North_East","NE",2021-08-18,33019.6536724724,14796.0583186228,,,,14030.2809172523,
"North_East","NE",2021-08-22,41877.4063275699,18567.5288277765,,,,18981.9940370315,
"North_East","NE",2021-08-25,9097.00244696367,2552.3186850193,,,,17429.6380377368,
"North_East","NE",2021-08-29,8.34134457941621,196.126628469638,,,,13664.9816556829,
"North_East","NE",2021-09-01,874.241153956375,9.82372304061393,,,,8621.63101032813,
"North_East","NE",2021-09-05,855.469506618655,3798.24039538399,,,,4207.09606981077,
"North_East","NE",2021-09-08,12961.1034771229,24405.0841717137,,,,5865.42268173291,
"North_East","NE",2021-09-12,12802.7262285677,24409.1902620194,,,,9986.16832713841,
"North_East","NE",2021-09-15,32513.5759622917,947.778267570651,,,,13929.5774912025,
"North_East","NE",2021-09-19,32763.679273661,2348.840548989,,,,16530.9773678739,
"North_East","NE",2021-09-22,925.91160915787,1895.78098518427,,,,13582.3633571073,
"North_East","NE",2021-09-26,5413.43255401396,1944.10978294878,,,,10000.4120505073,
"North_East","NE",2021-09-29,41937.9373776884,20060.939983679,,,,13342.5304480491,
"North_East","NE",2021-10-03,88891.0810461655,47186.6343629393,,,,27377.429597235,
"North_East","NE",2021-10-06,7401.53262575238,4571.91212323504,,,,26986.9537427769,
"North_East","NE",2021-10-10,24769.4916730051,77172.2082501917,,,,36722.2448876485,
"North_East","NE",2021-10-13,66592.0584511121,32907.6995770845,,,,40599.9590116966,
"North_East","NE",2021-10-17,69274.7845377658,36373.0386877945,,,,45053.8520182475,
"North_East","NE",2021-10-20,33279.4789425284,27848.4715562407,,,,42278.4766605399,
"North_East","NE",2021-10-24,41558.1754250723,27817.2366257563,,,,42058.1155543777,
"North_East","NE",2021-10-27,172599.972207439,368600.727581397,,,,96912.8163122758,
"North_East","NE",2021-10-31,285796.230011843,431841.206795614,,,,175522.682090186,
"North_East","NE",2021-11-03,57091.2142810009,81167.5827938971,,,,182965.398983917,
"North_East","NE",2021-11-07,55227.2620910406,92008.9745854513,,,,173382.259304377,
"North_East","NE",2021-11-10,492933.178412891,366967.999350494,,,,225527.67533117,
"North_East","NE",2021-11-14,368803.7449311,252214.013493102,,,,244942.522897895,
"North_East","NE",2021-11-17,219302.748136759,324617.598269636,,,,271135.37992541,
"North_East","NE",2021-11-21,268723.159013392,325072.439599043,,,,297634.987605515,
"North_East","NE",2021-11-24,202178.588948179,76301.7693822566,,,,264605.233527483,
"North_East","NE",2021-11-28,202178.588948179,76301.7693822566,,,,215046.974877371,
"North_East","NE",2021-12-01,169270.908027961,104797.359555608,,,,176024.937348524,
"North_East","NE",2021-12-05,183987.887217146,136410.757568452,,,,157066.588640505,
"North_East","NE",2021-12-08,116996.977577851,68099.517829913,,,,132255.470763421,
"North_East","NE",2021-12-12,135998.531564825,199295.181970474,,,,139540.977278482,
"North_East","NE",2021-12-15,178716.370281831,228409.27246081,,,,154058.879675495,
"North_East","NE",2021-12-19,192986.382352053,193888.886918018,,,,169936.479676882,
"North_East","NE",2021-12-22,20901.3624288521,16884.8410161595,,,,139626.886202147,
"North_East","NE",2021-12-26,20901.3624288521,16884.8410161595,,,,105703.667812536,
"North_East","NE",2021-12-29,277818.381411488,84569.5117527298,,,,103948.211726896,
"North_East","NE",2022-01-02,277818.381411488,84569.5117527298,,,,114588.901895018,
"North_East","NE",2022-01-05,288305.758242052,103813.391164386,,,,144335.142397486,
"North_East","NE",2022-01-09,326034.361848037,101850.121137655,,,,179572.356935104,
"North_East","NE",2022-01-12,630579.939589969,212298.17353131,,,,253158.704834703,
"North_East","NE",2022-01-16,778591.230305749,340002.771938178,,,,346445.666126241,
"North_East","NE",2022-01-19,983583.351511435,198159.809740945,,,,444897.247717941,
"North_East","NE",2022-01-23,1106637.90425317,257537.259987427,,,,546132.403851623,
"North_East","NE",2022-01-26,173295.227858007,35984.9057126686,,,,472735.89561667,
"North_East","NE",2022-01-30,173295.227858007,35984.9057126686,,,,367928.609120605,
"North_East","NE",2022-02-02,13783.0722458699,2119.34233723066,,,,217228.397287789,
"North_East","NE",2022-02-06,13624.5095846053,2196.36315831296,,,,104406.070586335,
"North_East","NE",2022-02-09,7688.71125771314,9.16251980030252,,,,31087.661834276,
"North_East","NE",2022-02-13,7695.70392670534,13.3465124473985,,,,13948.6814006512,
"North_East","NE",2022-02-16,13619.6190850182,3335.73837155685,,,,6026.2918786942,
"North_East","NE",2022-02-20,13619.5088175026,33.9774289621857,,,,6090.42928018846,
"North_East","NE",2022-02-23,14057.9856005007,443.929656601217,,,,6602.01048067685,
"North_East","NE",2022-02-27,14057.9856005007,443.929656601217,,,,7066.32148476287,
"North_East","NE",2022-03-02,38.5116273611803,315.259414224358,,,,5513.9639423697,
"North_East","NE",2022-03-06,90.6540602254303,364.016700989292,,,,3691.18283084897,
"North_East","NE",2022-03-09,1.4140393415,0.8944392723,,,,1914.0831923145,
"North_East","NE",2022-03-13,1.4140393415,0.8944392723,,,,691.138353983332,
"North_East","NE",2022-03-16,1.4140393415,0.8944392723,,,,53.4953696474659,
"North_East","NE",2022-03-20,,,,,,,
"North_East","NE",2022-03-23,,,1350.25993594,184.43711104,1511.18703702,,
"North_East","NE",2022-03-27,,,1477.5815698,194.111334002,1973.8644854,,
"North_East","NE",2022-03-30,,,2664.92778392,1061.550785912,4034.61455946,,
"North_East","NE",2022-04-03,,,5347.1396514,3415.486204512,6362.617217,,
"North_East","NE",2022-04-06,,,10476.0135157,10346.535699434,7877.36176112,,5002.18177288167
"North_East","NE",2022-04-10,,,1016.47028134,579.84149588,1621.6379908,,4789.76049975167
"North_East","NE",2022-04-13,,,4746.2987346,3117.39283065,5725.895957,,5187.9204500775
"North_East","NE",2022-04-17,,,7628.65442765,8433.913678275,10716.19423,,5949.24842859208
"North_East","NE",2022-04-20,,,4669.66664272,4999.35880168,4558.72697058,,5740.24594619792
"North_East","NE",2022-04-24,,,9622.07111368,10254.82917244,10198.4482112,,6906.82426845125
"North_East","NE",2022-04-27,,,20264.1142942,18259.5191088,20214.994424,,10656.0815406683
"North_East","NE",2022-05-01,,,19906.15519136,18086.95455738,19929.8405045,,14050.3544625446
"North_East","NE",2022-05-04,,,11801.7314386,10408.77191024,16116.4716086,,15565.3897769517
"North_East","NE",2022-05-08,,,14764.2007652,12646.354618,20189.9179412,,17037.6537129025
"North_East","NE",2022-05-11,,,17407.5427898,17958.9769234,30606.5112514,,18867.0928122633
"North_East","NE",2022-05-15,,,14891.53530698,13633.90120918,27192.45503058,,19617.8704602392
"North_East","NE",2022-05-18,,,17565.5105062,15178.1157786,21745.7158584,,20252.2605287533
"North_East","NE",2022-05-22,,,10928.781505,10120.75135966,15641.1266588,,18953.2333911117
"North_East","NE",2022-05-25,,,29412.6251458,32910.9893528,37706.7716294,,22132.6511927967
"North_East","NE",2022-05-29,,,36709.7900934,31512.02589152,43602.0379474,,26779.5767502567
"North_East","NE",2022-06-01,,,11263.39711705,6155.0630224,16622.4421925,,25766.7597945354
"North_East","NE",2022-06-05,,,23377.86921205,8623.5252574,25583.0918625,,26345.1911245375
"North_East","NE",2022-06-08,,,10854.9654932,4112.83250786,15748.0142874,,22420.5163896208
"North_East","NE",2022-06-12,,,15555.249235,8783.5841528,22586.053226,,19883.3015253479
"North_East","NE",2022-06-15,,,29565.84423,14120.4376572,41525.1922466,,22221.4049005521
"North_East","NE",2022-06-19,,,14479.20760054,4171.752343644,21930.8748114,,22462.2576951821
"North_East","NE",2022-06-22,,,18280.4199338,8671.60572636,27363.0129584,,23429.9683352008
"North_East","NE",2022-06-26,,,18651.42105234,10737.237013608,27256.433364,,23508.6451906517
"North_East","NE",2022-06-29,,,7855.7524324,7507.6640065,10300.3072666,,19709.7184301292
"North_East","NE",2022-07-03,,,6550.6262574,7388.5856245,9465.641764,,15330.72894194
"North_East","NE",2022-07-06,,,6452.4903934,3719.17145214,9669.1197196,,12014.2064677117
"North_East","NE",2022-07-10,,,6150.625669,1106.435418074,8817.7598192,,9314.11519508917
"North_East","NE",2022-07-13,,,7660.7020792,731.08896114,12102.6804248,,8447.86375239167
"North_East","NE",2022-07-17,,,15525.0053274,664.492767872,17833.5184316,,10522.0984792083
"North_East","NE",2022-07-20,,,16706.1190082,390.28780728,17474.5354694,,12831.9193046333
"North_East","NE",2022-07-24,,,10435.68763446,125.93694338,13320.89180926,,13682.600980715
"North_East","NE",2022-07-27,,,13395.6116146667,209.894905633333,14632.2885496667,,14348.9930116233
"North_East","NE",2022-07-31,,,21525.014694,54.0419199333333,26835.3836076667,,16756.4361018067
"North_East","NE",2022-08-03,,,44345.24015375,0,53820.64966325,,25223.182425585
"North_East","NE",2022-08-07,,,21598.569989,0,36047.4285542,,28847.0516565828
"North_East","NE",2022-08-10,,,14872.4524066,0,18454.1078342,,28840.1684404444
"North_East","NE",2022-08-14,,,13386.9559042,0,15627.38702,,25193.8701275111
"North_East","NE",2022-08-17,,,14551.9635092,0,13902.0810748,,20243.4470896
"North_East","NE",2022-08-21,,,15828.6146054,0,13850.8144788,,16072.6070334167
"North_East","NE",2022-08-24,,,14579.333889,0,15269.832732,,14804.2986232
"North_East","NE",2022-08-28,,,14622.0341668,0,22165.7285374,,15619.64613835
"North_East","NE",2022-08-31,,,5778.7397556,0,7478.3449992,,13645.6227080167
"North_East","NE",2022-09-04,,,8005.78927,0,11442.4909406,,12410.7143889583
"North_East","NE",2022-09-07,,,8529.495436,0,13151.9836794,,11107.7176779917
"North_East","NE",2022-09-11,,,13883.57824942,0,24268.8905648,,12547.8590264358
"North_East","NE",2022-09-14,,,11019.442791,0,19833.5777652,,13508.9396097275
"North_East","NE",2022-09-18,,,11213.8800136,0,19992.1698256,,15143.5773362608
"North_East","NE",2022-09-21,,,15597.2769678,0,26767.9753658,,17135.8077054517
"North_East","NE",2022-09-25,,,14088.7587794,0,25475.4040054,,18302.7043666425
